,pessoa,tempo,emocoes
892,2,466.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
893,2,468.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
894,2,470.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
895,2,472.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
896,2,474.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
897,2,476.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
898,2,478.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
899,2,480.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
900,2,482.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
901,2,484.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
902,2,486.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
903,2,488.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
904,2,490.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
905,2,492.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
906,2,494.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
907,2,496.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
908,2,498.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
909,2,500.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
910,2,502.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
911,2,504.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
912,2,506.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
913,2,508.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
914,2,510.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
915,2,512.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
916,2,514.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
917,2,516.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
918,2,518.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
919,2,520.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
920,2,522.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
921,2,524.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
922,2,526.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
923,2,528.0,"['Anticipation', 'Engagement', 'Happiness', 'Pleasure']"
924,2,530.0,"['Anticipation', 'Engagement', 'Happiness', 'Pleasure']"
925,2,532.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
926,2,534.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
927,2,536.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
928,2,538.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
929,2,540.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
930,2,542.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
931,2,544.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
932,2,548.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
933,2,550.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
934,2,558.0,"['Anticipation', 'Disconnection', 'Engagement', 'Happiness', 'Pleasure']"
935,2,560.0,"['Anticipation', 'Disconnection', 'Engagement', 'Happiness', 'Pleasure']"
936,2,562.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
937,2,564.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
938,2,566.0,"['Anticipation', 'Engagement', 'Happiness', 'Pleasure']"
939,2,568.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
940,2,570.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
941,2,572.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
942,2,574.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
943,2,576.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
944,2,578.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
945,2,580.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
946,2,582.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
947,2,584.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure', 'Sympathy']"
948,2,586.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
949,2,588.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
950,2,590.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
951,2,592.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
952,2,594.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
953,2,596.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
954,2,598.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
955,2,600.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
956,2,602.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
957,2,604.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
958,2,606.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
959,2,608.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
960,2,610.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
961,2,612.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
962,2,614.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
963,2,616.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
964,2,618.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
965,2,620.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
966,2,622.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
967,2,624.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
968,2,626.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']"
969,2,628.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
970,2,630.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
971,2,632.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
972,2,634.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
973,2,636.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
974,2,638.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
975,2,640.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
976,2,642.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
977,2,644.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
978,2,646.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
979,2,648.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
980,2,650.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
981,2,652.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
982,2,654.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
983,2,656.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']"
984,2,658.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
985,2,660.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
986,2,662.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
987,2,664.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']"
988,2,670.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
989,2,674.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
990,2,678.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
991,2,680.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
992,2,682.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
993,2,684.0,"['Anticipation', 'Disconnection', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
994,2,686.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
995,2,688.0,"['Anticipation', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']"
996,3,0.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
997,3,2.0,"['Affection', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Surprise', 'Sympathy']"
998,3,4.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Suffering', 'Surprise', 'Sympathy']"
999,3,6.0,"['Affection', 'Annoyance', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Surprise', 'Sympathy']"
1000,3,8.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1001,3,10.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Suffering', 'Surprise', 'Sympathy']"
1002,3,12.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1003,3,14.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1004,3,16.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1005,3,18.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1006,3,20.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1007,3,22.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1008,3,24.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1009,3,28.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1010,3,30.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1011,3,32.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1012,3,34.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1013,3,36.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1014,3,38.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1015,3,40.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1016,3,42.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1017,3,44.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1018,3,46.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1019,3,48.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1020,3,50.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1021,3,52.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Suffering', 'Surprise', 'Sympathy']"
1022,3,54.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1023,3,56.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1024,3,58.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1025,3,60.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1026,3,62.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1027,3,64.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1028,3,66.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1029,3,68.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1030,3,70.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1031,3,72.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Surprise', 'Sympathy']"
1032,3,74.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1033,3,76.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1034,3,78.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Suffering', 'Surprise', 'Sympathy']"
1035,3,80.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1036,3,82.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1037,3,84.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1038,3,86.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1039,3,88.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1040,3,90.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1041,3,92.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1042,3,94.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1043,3,96.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1044,3,98.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1045,3,100.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1046,3,102.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1047,3,104.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1048,3,106.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1049,3,108.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1050,3,110.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1051,3,112.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1052,3,114.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1053,3,116.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1054,3,118.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1055,3,120.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1056,3,122.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1057,3,124.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1058,3,126.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1059,3,128.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1060,3,130.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1061,3,132.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1062,3,134.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1063,3,136.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1064,3,138.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1065,3,140.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1066,3,142.0,"['Affection', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
1067,3,144.0,"['Affection', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pleasure', 'Surprise', 'Sympathy']"
1068,3,146.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
